Program Name,Program Arthur,Program Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Notes,Exercise Name,Exercise Description,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Progression Scheme ID,Advanced Exercise Sets
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 2,Day 2,,Knee-Banded Hip Abduction,,2,Normal,30,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 3,Day 3,,Goblet Squat,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 3,Day 3,,Eccentric Chin-up,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 3,Day 3,,Barbell Glute Bridge,,3,Normal,12,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 3,Day 3,,Eccentric-Accentuated Push Press,,3,Normal,6,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 3,Day 3,,Frog Reverse Hyper,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 4,Day 4,,Front Squat,,3,Normal,6,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 4,Day 4,,Neutral Grip Pull-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 4,Day 4,,Semi-Sumo Deadlift,,3,Normal,6,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 4,Day 4,,Pause Close-Grip Bench Press,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,6,Workout Day 4,Day 4,,Cable Standing Hip Abduction,,2,Normal,12,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 1,Day 1,,Back Squat,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 1,Day 1,,Chin-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 1,Day 1,,Single-Leg Foot-Elevated Hip Thrust,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 1,Day 1,,Incline Press,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 1,Day 1,,Banded Frog Pump,,2,Normal,30,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 2,Day 2,,Dumbbell Deficit Reverse Lunge,,3,Normal,30,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 2,Day 2,,Eccentric-Neutral Grip Pull-up,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 2,Day 2,,Romanian Deadlift,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 2,Day 2,,Push-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 2,Day 2,,Knee-Banded Hip Abduction,,2,Normal,30,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 3,Day 3,,Goblet Squat,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 3,Day 3,,Eccentric Chin-up,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 3,Day 3,,Barbell Glute Bridge,,3,Normal,12,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 3,Day 3,,Eccentric-Accentuated Push Press,,3,Normal,6,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 3,Day 3,,Frog Reverse Hyper,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 4,Day 4,,Front Squat,,3,Normal,6,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 4,Day 4,,Neutral Grip Pull-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 4,Day 4,,Semi-Sumo Deadlift,,3,Normal,6,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 4,Day 4,,Pause Close-Grip Bench Press,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,7,Workout Day 4,Day 4,,Cable Standing Hip Abduction,,2,Normal,12,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 1,Day 1,,Back Squat,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 1,Day 1,,Chin-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 1,Day 1,,Single-Leg Foot-Elevated Hip Thrust,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 1,Day 1,,Incline Press,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 1,Day 1,,Banded Frog Pump,,2,Normal,30,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 2,Day 2,,Dumbbell Deficit Reverse Lunge,,3,Normal,30,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 2,Day 2,,Eccentric-Neutral Grip Pull-up,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 2,Day 2,,Romanian Deadlift,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 2,Day 2,,Push-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 2,Day 2,,Knee-Banded Hip Abduction,,2,Normal,30,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 3,Day 3,,Goblet Squat,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 3,Day 3,,Eccentric Chin-up,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 3,Day 3,,Barbell Glute Bridge,,3,Normal,12,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 3,Day 3,,Eccentric-Accentuated Push Press,,3,Normal,6,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 3,Day 3,,Frog Reverse Hyper,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 4,Day 4,,Front Squat,,3,Normal,6,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 4,Day 4,,Neutral Grip Pull-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 4,Day 4,,Semi-Sumo Deadlift,,3,Normal,6,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 4,Day 4,,Pause Close-Grip Bench Press,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 5-8,Focuses on the squat and chin-up.,2,Week 5-8,Second 4 weeks of the intermediate program.,8,Workout Day 4,Day 4,,Cable Standing Hip Abduction,,2,Normal,12,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,9,Workout Day 1,Day 1,,Deadlift,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,9,Workout Day 1,Day 1,,Pause Bench Press,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,9,Workout Day 1,Day 1,,Dumbbell Bulgarian Split Squat,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,9,Workout Day 1,Day 1,,One-Arm Row,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,9,Workout Day 1,Day 1,,Extra-Range Side-Lying Hip Abduction,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 2,Day 2,,Low-Bar Parallel Box Squat,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 2,Day 2,,Dumbbell Bench Press,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 2,Day 2,,Pause Dumbbell 45-Degree Hyper,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 2,Day 2,,Chin-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 2,Day 2,,Banded Cha-Cha,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 3,Day 3,,Dynamic Effort Deadlift,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 3,Day 3,,Bench Press,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 3,Day 3,,Deadstop Foot-Elevated Single-Leg Hip Thrust,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 3,Day 3,,Dumbbell Bent-Over Row,,3,Normal,10,,,,,,,,,,,
