Program Name,Program Arthur,Program Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Notes,Superset,Exercise Name,Exercise Note,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Youtube Video Links,Advanced Exercise Sets
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Thursday - Calves,Thursday,,,Standing calve raises,"Stretch and pump, Work the stretch hard at the bottom.",5,,"10 full reps, 10 partials, 10 full reps, 10 partials, 10 full reps, 10 partials, 10 full reps, 10 partials, 10 full reps, 10 partials",,,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Thursday - Abs,Thursday,,,Leg raise,"Activation and pump, Simple leg raises, to failure.",4,,"to failure, to failure, to failure, to failure",,,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Friday - Back,Friday,,,Low rows with a rope,"Activation and start pump, Focus on squeezing in the contracted position.",4,,"12, 12, 12, 12",12,12,,,,,9,,,https://www.youtube.com/watch?v=cN_t711_Hgs&list=PLA808445EA052D63A&index=84,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Friday - Back,Friday,,,T-bar rows,"Supramax pump, Use a pronated grip.",4,,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Friday - Back,Friday,,,Dumbbell pullovers,"Work muscle from a stretched position, Stretch the lats out.",4,,"12, 12, 12, 12",12,12,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Friday - Back,Friday,,,Dumbbell rows,"Supramax pump, Neutral grip, gut-busting sets.",4,,"10, 10, 10, 10",10,10,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Friday - Back,Friday,,,Dumbbell shrugs,"Supramax pump, Finish off your back with a rhythm.",2,,"25, 25",25,25,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Friday - Biceps,Friday,,,Barbell curls,"Supramax pump, 3-second descent on all reps.",3,,"10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Friday - Biceps,Friday,,,Preacher curls,"Train the muscle from a stretched position, Use an EZ bar, focus on stretch.",3,,"12, 12, 12",12,12,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Friday - Abs,Friday,,,Incline sit ups,"Curl up slowly, blow air out, force contraction.",4,,"to failure, to failure, to failure, to failure",,,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Saturday - Legs,Saturday,,,Single leg hip thrust,"Activation and start pump, 3s down, 2s hold in stretch, explosive up, 5s contracted hold. Alternate legs.",4,,"15, 15, 15, 15",15,15,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Saturday - Legs,Saturday,,,Short Step Lunges,"Supramax pump, Sets 1-4 progressively add pumps (1, 2, 3, 4 pumps per rep).",4,,"10, 10, 10, 10",10,10,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Saturday - Legs,Saturday,,,Pause squats,"Supramax pump, Pause for 2 seconds just above parallel.",4,,"8, 8, 8, 8",8,8,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Saturday - Calves,Saturday,,,Seated calve raises (superset),"Supramax pump, Supersetted with Standing calve raises. 8 total sets.",4,Superset,"10, 10, 10, 10",10,10,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Legs and Glutes - High Frequency,,1,Microcycle Week 4,Training for Week 4,4,Saturday - Calves,Saturday,,,Standing calve raises (superset),"Supramax pump, Supersetted with Seated calve raises. 8 total sets.",4,Superset,"6, 6, 6, 6",6,6,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Monday - Back,Monday,,,Seated cable rows,"Activate and pump, Elevated position is nice, but not required.",4,,"10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Monday - Back,Monday,,,Smith bent over row,"Train explosively, Rest pause style.",3,,"8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Monday - Back,Monday,,,Chest supported row,"Train muscle with a stretch emphasis, Focus on hard stretch at the bottom.",4,,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Monday - Back,Monday,,,Dumbbell pullover,"Train muscle with a stretch emphasis, Give arms a break.",3,,"10, 10, 10",10,10,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Monday - Abs,Monday,,,Decline leg raises,Activation and pump,4,,"10-20, 10-20, 10-20, 10-20",10,20,,,,,8,,,https://www.youtube.com/watch?v=JwQGUD1wxDg&list=PL512BBB0C927A91DC&index=10,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Monday - Calves,Monday,,,Standing raises,"Supramax pump, Get high on toes, finish with partials if needed.",4,,"35, 35, 35, 35",35,35,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Tuesday - Chest,Tuesday,,,Incline dumbbell press,"Activation and start pump, Work up to a tough 8 reps.",3,,"8, 8, 8",8,8,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Tuesday - Chest,Tuesday,,,Incline barbell press,"Train explosively, Use a small incline.",3,,"8, 8, 8",8,8,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Tuesday - Chest,Tuesday,,,Machine/assisted dips (superset),"Train muscle with stretch emphasis, Supersetted with machine/dumbbell flyes. 8 total sets.",4,Superset,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Tuesday - Chest,Tuesday,,,Machine flyes (superset),"Train muscle with stretch emphasis, Supersetted with machine/assisted dips. 8 total sets.",4,Superset,"8-10, 8-10, 8-10, 8-10",8,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Tuesday - Triceps,Tuesday,,,Pushdowns,"Supramax pump, 60-second breaks.",5,,"20, 20, 20, 20, 20",20,20,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Tuesday - Triceps,Tuesday,,,Lying extensions/skullcrushers,"Supramax pump, Get the bar behind your head for a massive stretch.",4,,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Tuesday - Abs,Tuesday,,,Rope crunch,Stretch and pump,4,,"to failure, to failure, to failure, to failure",,,,,,,9,,,https://www.youtube.com/watch?v=ZHSef-SDrH4&index=3&list=PL512BBB0C927A91DC,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Tuesday - Calves,Tuesday,,,Seated calf raises,"Supramax pump, Sit in the stretch for 4 seconds on each rep.",4,,"25, 25, 25, 25",25,25,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Wednesday - Shoulders,Wednesday,,,Reverse peck deck,"Activation and pump, 10-second isohold after last rep on all 3 sets, midrange position.",3,,"30, 30, 30",30,30,,,,,12,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Wednesday - Shoulders,Wednesday,,,Standing side laterals,"Supramax pump, Sets of 15, 12, 10, and 8, increasing weight each set.",4,Pyramid,"15, 12, 10, 8",8,15,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Wednesday - Shoulders,Wednesday,,,Spidercrawls,"Supramax pump, Up above head, down to waistline, 3 times for 1 set.",3,,"3 times up/down, 3 times up/down, 3 times up/down",,,,,,,9,,,https://www.youtube.com/watch?v=LOd1lSnTCFg&list=PL2F8A4BD406176C34&index=22,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Wednesday - Abs,Wednesday,,,Decline leg raises,Activation and pump,6,,"10-20, 10-20, 10-20, 10-20, 10-20, 10-20",10,20,,,,,8,,,https://www.youtube.com/watch?v=JwQGUD1wxDg&list=PL512BBB0C927A91DC&index=10,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Wednesday - Calves,Wednesday,,,Standing raises,"Supramax pump, Pause and squeeze for 8 seconds at the top of each rep.",4,,"8, 8, 8, 8",8,8,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Thursday - Back,Thursday,,,One arm supinated pull-downs,"Activate and pump, Hold contraction at the bottom for 1 second, squeeze hard.",4,,"10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Thursday - Back,Thursday,,,Stretchers,"Train muscle with a stretch emphasis, Dip head down, let arms straighten for an insane stretch.",4,,"8, 8, 8, 8",8,8,,,,,9,,,https://www.youtube.com/watch?v=-hWBCW8V_U0&list=PLA808445EA052D63A&index=2,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Thursday - Back,Thursday,,,Barbell shrugs,"Supramax pump, Leave a few reps in the tank, 2-second contraction hold.",4,,"8, 8, 8, 8",8,8,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Thursday - Calves,Thursday,,,Standing calve raises,"Stretch and pump, Work the stretch hard at the bottom.",5,,"10 full, 10 partials, 10 full, 10 partials, 10 full, 10 partials, 10 full, 10 partials, 10 full, 10 partials",,,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Thursday - Abs,Thursday,,,Leg raises,"Activation and pump, Simple leg raises, to failure.",4,,"to failure, to failure, to failure, to failure",,,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Friday - Legs,Friday,,,Seated leg curls,"Activation and start pump, 3 continuous tension sets of 12. Set 4: 10 reps (3s negative), drop, 8 reps, drop, 8 reps.",4,Drop Set,"12, 12, 12, 10, 8, 8",8,12,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Friday - Legs,Friday,,,Leg press,"Train explosively and supramax pump, Set 1-2: 8 reps (3s negative). Set 3: 8 reps, drop, 8 reps, drop, 8 reps, then 15 partials.",3,Drop Set,"8, 8, 8",8,8,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Friday - Legs,Friday,,,Cable Belt Squat March,"Supramax pump, March in place for 2 minutes with a cable attached to a belt.",3,,"2 minutes, 2 minutes, 2 minutes",,,,,,,9,,,https://www.youtube.com/watch?v=PtshjV56huM,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Friday - Legs,Friday,,,Glute Extensions,"Supramax pump and working muscle from stretched position, Sets 1-3: 15 reps. Set 2-3: drop weight, 10 reps without weight.",3,Drop Set,"15, 15, 15",15,15,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Friday - Abs,Friday,,,Incline sit ups,"Curl up slowly, blow air out, force contraction.",4,,"to failure, to failure, to failure, to failure",,,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Saturday - Back,Saturday,,,Chest supported row,"Activation and start pump, Neutral grip, focus on lower lats.",4,,"10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Saturday - Back,Saturday,,,Dumbbell pullovers,"Train muscle with a stretch emphasis, Stretch the lats out.",4,,"10, 10, 10, 10",10,10,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Saturday - Back,Saturday,,,Chins,"Supramax pump, Use assist machine, neutral grip.",4,,"8, 8, 8, 8",8,8,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Saturday - Biceps,Saturday,,,Preacher curls,"Supramax pump, Since biceps are warm, can do these first.",4,,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Saturday - Biceps,Saturday,,,Hammer curl,"Supramax pump, Hard squeeze at the top of each rep.",4,,"12, 12, 12, 12",12,12,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Saturday - Calves,Saturday,,,Seated calve raises (superset),"Supramax pump, Supersetted with Standing calve raises. 8 total sets.",4,Superset,"10, 10, 10, 10",10,10,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 5,Training for Week 5,5,Saturday - Calves,Saturday,,,Standing calve raises (superset),"Supramax pump, Supersetted with Seated calve raises. 8 total sets.",4,Superset,"6, 6, 6, 6",6,6,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Monday - Back,Monday,,,One-arm barbell rows,"Activation and start pump, Keep hip high on rowing side for a good stretch.",4,,"10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Monday - Back,Monday,,,Smith bent over row,"Train explosively, Rest-pause technique. Beat last week's weight.",4,,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Monday - Back,Monday,,,Straight arm pulldown,"Supramax pump, Give arms a break, use a rope if you like.",3,,"10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Monday - Back,Monday,,,Rack pulls,"Train explosively, Set pins at mid-shin. Do doubles to get to a tough 5.",3,,"5, 5, 5",5,5,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Monday - Abs,Monday,,Superset,Ab combination #1,A hanging leg raise and incline sit up combo. 4 rounds.,8,,N/A,,,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Monday - Calves,Monday,,,Calve program #1,Supramax pump,4,,"10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch",,,,,,,10,,,https://www.youtube.com/watch?v=Qhdlw51Xjsc&index=68&list=PLD5A37C01FC6D4C0D,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Tuesday - Chest,Tuesday,,,Decline dumbbell press,"Activation and start pump, Slight decline, work up to a tough 8 reps.",3,,"8, 8, 8",8,8,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Tuesday - Chest,Tuesday,,,Incline barbell press,"Train explosively, Try to beat last week's reps, 3 sets.",3,,"9-10, 9-10, 9-10",9,10,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Tuesday - Chest,Tuesday,,,Machine flyes,"Train muscle with stretch emphasis, 25 reps, then sit in the stretch for 30 seconds.",3,,"25, 25, 25",25,25,,,,,11,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Tuesday - Triceps,Tuesday,,,Rope pushdowns,"Supramax pump, Nice and slow, flexing hard at the bottom.",4,,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Tuesday - Triceps,Tuesday,,,Dips,"Supramax pump, Use assist machine.",4,,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Tuesday - Triceps,Tuesday,,,Incline lying extensions/skullcrushers,"Supramax pump, Lay back on an incline, get a massive stretch.",4,,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Tuesday - Abs,Tuesday,,Superset,Ab combination #2,A hanging leg raise and a rope crunch combo. 4 rounds.,8,,"N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A",,,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Tuesday - Calves,Tuesday,,,Calve program #4,"Supramax pump, 10 reps, 10s top hold, repeat 2 more times.",4,,"10, 10, 10, 10",10,10,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Wednesday - Shoulders,Wednesday,,,Machine side laterals,"Activation and pump, Partner pushes down on eccentric for increased load.",4,,"8, 8, 8, 8",8,8,,,,,11,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Wednesday - Shoulders,Wednesday,,,Bent over rear delt swings,"Supramax pump, Let arms hang, swing the weight, it's going to hurt.",4,,"20, 20, 20, 20",20,20,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Wednesday - Shoulders,Wednesday,,,Spidercrawls,"Supramax pump, Up above head, down to waistline, 3 times for 1 set.",3,,"3 times up/down, 3 times up/down, 3 times up/down",,,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Wednesday - Abs,Wednesday,,Superset,Ab combination #3,A rope crunch and a pulldown crunch combo. 4 rounds.,8,,"N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A",,,,,,,9,,,,
